#baseline_bm25
1011	Q0	2418347	0	48.057899475097656	baseline_bm25
1011	Q0	15871827	1	47.03179931640625	baseline_bm25
1011	Q0	5474169	2	46.80950164794922	baseline_bm25
1011	Q0	20757962	3	46.507198333740234	baseline_bm25
1011	Q0	9770050	4	46.37730026245117	baseline_bm25
1011	Q0	53835973	5	46.21649932861328	baseline_bm25
1011	Q0	885876	6	45.64699935913086	baseline_bm25
1011	Q0	3619322	7	44.82210159301758	baseline_bm25
1011	Q0	2063141	8	44.739601135253906	baseline_bm25
1011	Q0	37839572	9	44.67599868774414	baseline_bm25
1011	Q0	39968694	10	44.64440155029297	baseline_bm25
#custon_bm25
1011	Q0	2418347	0	54.94350051879883	bm25
1011	Q0	9770050	1	54.7239990234375	bm25
1011	Q0	885876	2	54.720001220703125	bm25
1011	Q0	53835973	3	54.08660125732422	bm25
1011	Q0	40907718	4	54.00299835205078	bm25
1011	Q0	15871827	5	53.570899963378906	bm25
1011	Q0	2063141	6	53.20560073852539	bm25
1011	Q0	5474169	7	52.83340072631836	bm25
1011	Q0	20757962	8	52.79750061035156	bm25
1011	Q0	51952435	9	52.59040069580078	bm25
1011	Q0	1128561	10	52.1260986328125	bm25
